ScientificName,CommonName,FrenchName,Sex,Minimum length at first maturity,Mean length at first maturity (Lm),Measurement type,Country,Locality,Reference
Salvelinus malma,Dolly Varden,Dolly varden,Unsexed,NA,206,FL,United States,Alaska,<a href=http://fishbase.us/references/FBRefSummary.php?id=52559 target='_blank' >Coker et al. 2001</a>
Ammocrypta pellucida,Eastern Sand Darter,Dard de sable,Unsexed,NA,36,SL,NA,NA,"<a href=http://science-catalogue.canada.ca/record=b3654104~S6 target='_blank' >Holm and Mandrak, 1995</a>"
Thaleichthys pacificus,Eulachon,Eulakane,Unsexed,104,124,FL,Canada,British Columbia,"<a href=http://www.fishbase.org/References/FBRefSummary.php?id=114745 target='_blank' >Scott and Crossman, 1973</a>"
Etheostoma flabellare,Fantail Darter,Dard barré,Unsexed,NA,55,TL,United States,West and North of Viginia,"<a href=http://fishbase.us/references/FBRefSummary.php?id=54724 target='_blank' >Jenkins and Burkhead, 1993</a>"
Pimephales promelas,Fathead Minnow,Tête de boule,Unsexed,NA,54,SL,NA,NA,<a href=http://science-catalogue.canada.ca/record=b3896533~S6 target='_blank' >Portt et al. 1988</a>
Chrosomus neogaeus,Finescale Dace,Ventre citron,Unsexed,NA,59,SL,NA,NA,<a href=http://science-catalogue.canada.ca/record=b3896533~S6 target='_blank' >Portt et al. 1988</a>
Platygobio gracilis,Flathead Chub,Méné à tête plate,Unsexed,NA,180,NA,Canada,"Peace River, Alberta","<a href=http://www.fishbase.org/References/FBRefSummary.php?id=78981 target='_blank' >Nelson and Paetz, 1992</a>"
Myoxocephalus quadricornis,Fourhorn Sculpin,NA,Male,NA,150,TL,Canada,"Tuktoyaktuk Peninsula, Nortwest Territories","<a href=http://www.fishbase.org/References/FBRefSummary.php?id=58522 target='_blank' >Houston, 1990b</a>"
Myoxocephalus quadricornis,Fourhorn Sculpin,NA,Female,NA,180,TL,Canada,"Tuktoyaktuk Peninsula, Nortwest Territories","<a href=http://www.fishbase.org/References/FBRefSummary.php?id=58522 target='_blank' >Houston, 1990b</a>"
Apeltes quadracus,Fourspine Stickleback,Épinoche à quatre épines,Unsexed,NA,41,SL,NA,NA,<a href=http://fishbase.us/references/FBRefSummary.php?id=58584 target='_blank' >Minns et al. 1993</a>
Aplodinotus grunniens,Freshwater Drum,Malachigan,Unsexed,NA,292,NA,NA,NA,<a href=http://fishbase.us/references/FBRefSummary.php?id=58584 target='_blank' >Minns et al. 1993</a>
Notropis buchanani,Ghost Shiner,Méné fantôme,Unsexed,NA,43,NA,NA,NA,<a href=http://fishbase.us/references/FBRefSummary.php?id=52559 target='_blank' >Coker et al. 2001</a>
Dorosoma cepedianum,Gizzard Shad,Alose à gésier,Unsexed,NA,279,SL,NA,NA,<a href=http://science-catalogue.canada.ca/record=b3889726~S6 target='_blank' >Minns et al. 1993</a>
Moxostoma erythrurum,Golden Redhorse,NA,Unsexed,NA,259,NA,United States,Wisconsin,"<a href=http://fishbase.us/references/FBRefSummary.php?id=54725 target='_blank' >Becker, 1983</a>"
Oncorhynchus aguabonita,Golden Trout,NA,Unsexed,NA,335,TL,United States,Montana,"<a href=http://fishbase.us/references/FBRefSummary.php?id=58470 target='_blank' >Wydoski and Whitney, 1979</a>"
Hiodon alosoides,Goldeye,Laquaiche aux yeux d'or,Unsexed,NA,320,FL,NA,North America,<a href=http://fishbase.us/references/FBRefSummary.php?id=52559 target='_blank' >Coker et al. 2001</a>
Carassius auratus,Goldfish,NA,Unsexed,NA,175,NA,NA,NA,<a href=http://science-catalogue.canada.ca/record=b3889726~S6 target='_blank' >Minns et al. 1993</a>
Esox americanus vermiculatus,Grass Pickerel,NA,Unsexed,124,166,FL,Canada,"Jones Creek, Ontario","<a href=http://fishbase.us/references/FBRefSummary.php?id=52559 target='_blank' >Scott and Crossman, 1973</a>"
Erimystax x-punctatus,Gravel Chub,Gravelier,Unsexed,NA,81,TL,United States,Missouri,"<a href=http://fishbase.us/references/FBRefSummary.php?id=54725 target='_blank' >Becker, 1983</a>"
Moxostoma valenciennesi,Greater Redhorse,Chevalier jaune,Male,NA,460,SL,Canada,Lake Ontario Drainage,"<a href=http://fishbase.us/references/FBRefSummary.php?id=54725 target='_blank' >Becker, 1983</a>"
Lepomis cyanellus,Green Sunfish,NA,Unsexed,NA,76,NA,NA,NA,<a href=http://fishbase.us/references/FBRefSummary.php?id=58584 target='_blank' >Minns et al. 1993</a>
Etheostoma blennioides,Greenside Darter,NA,Unsexed,52,56,TL,Canada,"Grand River, Ontario","<a href=https://doi.org/10.1023/A:1007444811400 target='_blank' >Bunt et al. 1998; agrees with SL in Fahy, 1954</a>"
Nocomis biguttatus,Hornyhead Chub,NA,Unsexed,NA,93,SL,NA,NA,<a href=http://fishbase.us/references/FBRefSummary.php?id=58584 target='_blank' >Minns et al. 1993</a>
Stenodus leucichthys,Inconnu,Inconnu,Unsexed,NA,610,SL,Canada,"Great Slave Lake, Northwest Territories","<a href=http://www.fishbase.org/References/FBRefSummary.php?id=114745 target='_blank' >Scott and Crossman, 1973</a>"
Etheostoma exile,Iowa Darter,Dard à ventre jaune,Unsexed,NA,43,SL,NA,NA,<a href=http://science-catalogue.canada.ca/record=b3896533~S6 target='_blank' >Portt et al. 1988</a>
Etheostoma nigrum,Johnny Darter,Raseux-de-terre noir,Unsexed,NA,37,SL,NA,NA,<a href=http://science-catalogue.canada.ca/record=b3896533~S6 target='_blank' >Portt et al. 1988</a>
Coregonus kiyi,Kiyi,NA,Male,NA,178,TL,United States,Lake Michigan,"<a href=http://fishbase.us/references/FBRefSummary.php?id=54725 target='_blank' >Becker, 1983</a>"
Coregonus kiyi,Kiyi,NA,Female,NA,173,TL,United States,Lake Michigan,"<a href=http://fishbase.us/references/FBRefSummary.php?id=54725 target='_blank' >Becker, 1983</a>"
Couesius plumbeus,Lake Chub,Méné de lac,Unsexed,NA,108,SL,NA,NA,<a href=http://science-catalogue.canada.ca/record=b3896533~S6 target='_blank' >Portt et al. 1988</a>
Erimyzon sucetta,Lake Chubsucker,NA,Unsexed,NA,208,NA,United States,Wisconsin,"<a href=http://fishbase.us/references/FBRefSummary.php?id=54725 target='_blank' >Becker, 1983</a>"
Acipenser fulvescens,Lake Sturgeon,Esturgeon jaune,Unsexed,NA,950,TL,NA,NA,"<a href=http://www.fishbase.org/References/FBRefSummary.php?id=114745 target='_blank' >Scott and Crossman, 1973</a>"
Salvelinus namaycush,Lake Trout,Touladi,Unsexed,NA,510,SL,NA,NA,<a href=http://science-catalogue.canada.ca/record=b3896533~S6 target='_blank' >Portt et al. 1988</a>
Coregonus clupeaformis,Lake Whitefish,Grand corégone,Unsexed,NA,236,SL,NA,NA,<a href=http://science-catalogue.canada.ca/record=b3896533~S6 target='_blank' >Portt et al. 1988</a>
Micropterus salmoides,Largemouth Bass,Achigan à grande bouche,Unsexed,NA,272,SL,NA,NA,<a href=http://science-catalogue.canada.ca/record=b3896533~S6 target='_blank' >Portt et al. 1988</a>
Catostomus macrocheilus,Largescale Sucker,Meunier à grandes écailles,Unsexed,NA,190,FL,Canada,British Columbia,"<a href=http://www.fishbase.org/References/FBRefSummary.php?id=114745 target='_blank' >Scott and Crossman, 1973</a>"
Etheostoma microperca,Least Darter,NA,Male,NA,34,TL,United States,"Dinner Creek, Minnesota","<a href=https://doi.org/10.2307/2426372 target='_blank' >Johnson and Hatch, 1991</a>"
Etheostoma microperca,Least Darter,NA,Female,NA,33,TL,United States,"Dinner Creek, Minnesota","<a href=https://doi.org/10.2307/2426372 target='_blank' >Johnson and Hatch, 1991</a>"
Rhinichthys falcatus,Leopard Dace,Naseux léopard,Unsexed,NA,70,FL,Canada,"Fraser River, British Columbia","<a href=http://www.fishbase.org/References/FBRefSummary.php?id=10307 target='_blank' >Gee and Northcote, 1963</a>"
Percina caprodes,Logperch,Dard-perche,Unsexed,NA,106,SL,NA,NA,<a href=http://science-catalogue.canada.ca/record=b3896533~S6 target='_blank' >Portt et al. 1988</a>
Lepomis megalotis,Longear Sunfish,Crapet à longues oreilles,Unsexed,NA,99,TL,United States,Michigan,"<a href=http://www.fishbase.org/References/FBRefSummary.php?id=114745 target='_blank' >Scott and Crossman, 1973</a>"
Spirinchus thaleichthys,Longfin Smelt,Éperlan d'hiver,Unsexed,NA,107,SL,NA,NA,<a href=http://fishbase.us/references/FBRefSummary.php?id=52559 target='_blank' >Coker et al. 2001</a>
Rhinichthys cataractae,Longnose Dace,Naseux des rapides,Unsexed,NA,74,SL,NA,NA,<a href=http://science-catalogue.canada.ca/record=b3896533~S6 target='_blank' >Portt et al. 1988</a>
Catostomus catostomus,Longnose Sucker,Meunier rouge,Unsexed,NA,240,SL,NA,NA,<a href=http://science-catalogue.canada.ca/record=b3896533~S6 target='_blank' >Portt et al. 1988</a>
Noturus insignis,Margined Madtom,NA,Unsexed,NA,103,TL,NA,NA,"<a href=http://fishbase.us/references/FBRefSummary.php?id=3527 target='_blank' >Carlander, 1969</a>"
Notropis volucellus,Mimic Shiner,Méné pâle,Unsexed,NA,35,SL,NA,NA,<a href=http://science-catalogue.canada.ca/record=b3896533~S6 target='_blank' >Portt et al. 1988</a>
Hiodon tergisus,Mooneye,Laquaiche argentée,Unsexed,NA,320,TL,NA,North America,<a href=http://fishbase.us/references/FBRefSummary.php?id=52559 target='_blank' >Coker et al. 2001</a>
Cottus bairdii,Mottled Sculpin,Chabot tacheté,Unsexed,NA,60,SL,NA,NA,<a href=http://science-catalogue.canada.ca/record=b3896533~S6 target='_blank' >Portt et al. 1988</a>
Prosopium williamsoni,Mountain Whitefish,Ménomini des montagnes,Unsexed,NA,230,NA,Canada,British Columbia,<a href=http://publications.gc.ca/pub?id=9.562530&sl=0 target='_blank' >Ford et al. 1995</a>
Fundulus heteroclitus,Mummichog,Choquemort,Unsexed,NA,38,NA,NA,NA,<a href=http://fishbase.us/references/FBRefSummary.php?id=12204 target='_blank' >Coad et al. 1995</a>
Esox masquinongy,Muskellunge,Maskinongé,Unsexed,NA,650,SL,NA,NA,<a href=http://science-catalogue.canada.ca/record=b3896533~S6 target='_blank' >Portt et al. 1988</a>
Pungitius pungitius,Ninespine Stickleback,Épinoche à neuf épines,Unsexed,NA,35,SL,NA,NA,<a href=http://science-catalogue.canada.ca/record=b3896533~S6 target='_blank' >Portt et al. 1988</a>
Hypentelium nigricans,Northern Hog Sucker,NA,Unsexed,NA,133,TL,United States,New York,"<a href=http://www.fishbase.org/References/FBRefSummary.php?id=114745 target='_blank' >Scott and Crossman, 1973</a>"
Noturus stigmosus,Northern Madtom,NA,Unsexed,NA,60,NA,United States,Ohio,<a href=http://fishbase.us/references/FBRefSummary.php?id=3987 target='_blank' >Coker et al. 2001</a>
Esox lucius,Northern Pike,Brochet,Unsexed,NA,534,SL,NA,NA,<a href=http://science-catalogue.canada.ca/record=b3896533~S6 target='_blank' >Portt et al. 1988</a>
Chrosomus eos,Northern Redbelly Dace,Ventre rouge du nord,Unsexed,NA,46,SL,NA,NA,<a href=http://science-catalogue.canada.ca/record=b3896533~S6 target='_blank' >Portt et al. 1988</a>
Ptychocheilus oregonensis,Northern Squawfish,NA,Unsexed,NA,305,NA,Canada,British Columbia,"<a href=http://www.fishbase.org/References/FBRefSummary.php?id=114745 target='_blank' >Scott and Crossman, 1973</a>"
Lepomis humilis,Orangespotted Sunfish,NA,Unsexed,NA,55,TL,Canada,"Cedar Creek, Ontario",<a href=http://fishbase.us/references/FBRefSummary.php?id=52559 target='_blank' >Coker et al. 2001</a>
Entosphenus tridentatus,Pacific Lamprey,Lamproie du Pacifique,Unsexed,NA,537,NA,Canada,"Thompson and Nicola Rivers, British Columbia",<a href=http://fishbase.us/references/FBRefSummary.php?id=52559 target='_blank' >Coker et al. 2001</a>
Oncorhynchus gorbuscha,Pink Salmon,Saumon rose,Unsexed,NA,411,NA,NA,NA,<a href=http://fishbase.us/references/FBRefSummary.php?id=58584 target='_blank' >Minns et al. 1993</a>
Hypomesus olidus,Pond Smelt,Éperlan à petite bouche,Unsexed,NA,75,NA,United States,Alaska,"<a href=http://fishbase.us/references/FBRefSummary.php?id=10280 target='_blank' >McPhail and Lindsey, 1970</a>"
Cottus asper,Prickly Sculpin,Chabot piquant,Female,NA,94,SL,United States,Washington,"<a href=http://fishbase.us/references/FBRefSummary.php?id=58470 target='_blank' >Wydoski and Whitney, 1979</a>"
Cottus asper,Prickly Sculpin,Chabot piquant,Unsexed,NA,71,SL,United States,Oregon,"<a href=http://fishbase.us/references/FBRefSummary.php?id=58470 target='_blank' >Wydoski and Whitney, 1979</a>"
Lepomis gibbosus,Pumpkinseed,Crapet-soleil,Unsexed,NA,59,SL,NA,NA,<a href=http://science-catalogue.canada.ca/record=b3896533~S6 target='_blank' >Portt et al. 1988</a>
Prosopium coulterii,Pygmy Whitefish,Ménomini pygmée,Male,91,NA,TL,NA,Lake Superior,"<a href=http://fishbase.us/references/FBRefSummary.php?id=28945 target='_blank' >Eschmeyer and Bailey, 1954</a>"
Prosopium coulterii,Pygmy Whitefish,Ménomini pygmée,Female,107,NA,TL,NA,Lake Superior,"<a href=http://fishbase.us/references/FBRefSummary.php?id=28945 target='_blank' >Eschmeyer and Bailey, 1954</a>"
Carpiodes cyprinus,Quillback,Couette,Unsexed,NA,472,SL,NA,NA,<a href=http://fishbase.us/references/FBRefSummary.php?id=58584 target='_blank' >Minns et al. 1993</a>
Etheostoma caeruleum,Rainbow Darter,Dard arc-en-ciel,Unsexed,34,43,TL,United States,Wisconsin,"<a href=http://fishbase.us/references/FBRefSummary.php?id=54725 target='_blank' >Becker, 1983</a>"
Osmerus mordax,Rainbow Smelt,Éperlan arc-en-ciel,Unsexed,NA,125,SL,NA,NA,<a href=http://science-catalogue.canada.ca/record=b3896533~S6 target='_blank' >Portt et al. 1988</a>
Oncorhynchus mykiss,Rainbow Trout,Truite arc-en-ciel,Unsexed,NA,349,SL,NA,NA,<a href=http://science-catalogue.canada.ca/record=b3896533~S6 target='_blank' >Portt et al. 1988</a>
Esox americanus americanus,Redfin Pickerel,Brochet d'Amérique,Unsexed,140,178,FL,United States,North Carolina,"<a href=http://fishbase.us/references/FBRefSummary.php?id=52559 target='_blank' >Scott and Crossman, 1973</a>"
Clinostomus elongatus,Redside Dace,Méné long,Male,NA,61.7,SL,United States,New York,"<a href=https://doi.org/10.2307/1436880 target='_blank' >Koster, 1939</a>"
Clinostomus elongatus,Redside Dace,Méné long,Female,NA,69.1,SL,United States,New York,"<a href=https://doi.org/10.2307/1436880 target='_blank' >Koster, 1939</a>"
Richardsonius balteatus,Redside Shiner,Méné rose,Unsexed,NA,69,NA,United States,Montana,"<a href=http://fishbase.us/references/FBRefSummary.php?id=58470 target='_blank' >Wydoski and Whitney, 1979.</a>"
Percina shumardi,River Darter,NA,Unsexed,NA,50,NA,United States,Wisconsin,"<a href=http://fishbase.us/references/FBRefSummary.php?id=54725 target='_blank' >Becker, 1983</a>"
Lampetra ayresii,River Lamprey,Lamproie de rivière,Unsexed,NA,162,NA,NA,NA,<a href=http://fishbase.us/references/FBRefSummary.php?id=52559 target='_blank' >Coker et al. 2001</a>
Moxostoma carinatum,River Redhorse,Chevalier de rivière,Unsexed,NA,335,TL,NA,NA,<a href=http://fishbase.us/references/FBRefSummary.php?id=52559 target='_blank' >Coker et al. 2001</a>
Notropis blennius,River Shiner,NA,Unsexed,NA,69,SL,NA,Lake of the Woods,<a href=http://fishbase.us/references/FBRefSummary.php?id=52559 target='_blank' >Coker et al. 2001</a>
Ambloplites rupestris,Rock Bass,Crapet de roche,Unsexed,NA,54,SL,NA,NA,<a href=http://science-catalogue.canada.ca/record=b3896533~S6 target='_blank' >Portt et al. 1988</a>
Notropis rubellus,Rosyface Shiner,Tête rose,Unsexed,NA,50,SL,United States,New York,<a href=http://fishbase.us/references/FBRefSummary.php?id=52559 target='_blank' >Coker et al. 2001</a>
Prosopium cylindraceum,Round Whitefish,Ménomini rond,Unsexed,NA,183,NA,NA,NA,<a href=http://fishbase.us/references/FBRefSummary.php?id=58584 target='_blank' >Minns et al. 1993</a>
Gymnocephalus cernua,Ruffe,NA,Unsexed,NA,115,TL,NA,NA,<a href=http://fishbase.us/references/FBRefSummary.php?id=52559 target='_blank' >Coker et al. 2001</a>
Notropis stramineus,Sand Shiner,Méné paille,Unsexed,NA,29,SL,NA,NA,"<a href=http://fishbase.us/references/FBRefSummary.php?id=54724 target='_blank' >Jenkins and Burkhead, 1993</a>"
Sander canadensis,Sauger,Doré noir,Unsexed,NA,283,SL,NA,NA,<a href=http://science-catalogue.canada.ca/record=b3896533~S6 target='_blank' >Portt et al. 1988</a>
Petromyzon marinus,Sea Lamprey,Lamproie marine,Female,NA,470,TL,United States,"Cheboygan & Manistique Rivers, Michigan",<a href=https://doi.org/10.1111/fme.12198 target='_blank' >Di Rocco et al. 2016</a>
Petromyzon marinus,Sea Lamprey,Lamproie marine,Female,NA,470,TL,Canada,"St. Marys River, Sault Ste. Marie, Ontario",<a href=https://doi.org/10.1111/fme.12198 target='_blank' >Di Rocco et al. 2016</a>
Petromyzon marinus,Sea Lamprey,Lamproie marine,Male,NA,469,TL,United States,"Cheboygan & Manistique Rivers, Michigan",<a href=https://doi.org/10.1111/fme.12198 target='_blank' >Di Rocco et al. 2016</a>
Petromyzon marinus,Sea Lamprey,Lamproie marine,Mixed,NA,470,TL,Canada,"St. Marys River, Sault Ste. Marie, Ontario",<a href=https://doi.org/10.1111/fme.12198 target='_blank' >Di Rocco et al. 2016</a>
Petromyzon marinus,Sea Lamprey,Lamproie marine,Mixed,NA,492,TL,United States,"Cheboygan, Ocqueoc & Manistique Rivers, Michigan",<a href=https://doi.org/10.1139/cjfas-2013-0381 target='_blank' >Di Rocco et al. 2014</a>
Petromyzon marinus,Sea Lamprey,Lamproie marine,Mixed,NA,477,TL,Canada,"St. Marys River, Sault Ste. Marie, Ontario",<a href=https://doi.org/10.1139/cjfas-2013-0381 target='_blank' >Di Rocco et al. 2014</a>
Moxostoma macrolepidotum,Shorthead Redhorse,Chevalier rouge,Unsexed,NA,195,NA,NA,NA,<a href=http://fishbase.us/references/FBRefSummary.php?id=58584 target='_blank' >Minns et al. 1993</a>
Cottus confusus,Shorthead Sculpin,Chabot à tête courte,Unsexed,60,65,NA,Canada,"Flathead River, British Columbia",<a href=http://fishbase.us/references/FBRefSummary.php?id=52559 target='_blank' >Coker et al. 2001</a>
Coregonus zenithicus,Shortjaw Cisco,Cisco à mâchoires égales,Unsexed,NA,277,TL,NA,Lake Superior,"<a href=http://www.fishbase.org/References/FBRefSummary.php?id=114745 target='_blank' >Scott and Crossman, 1973</a>"
Acipenser brevirostrum,Shortnose Sturgeon,Esturgeon à museau court,Female,NA,550,FL,Canada,NA,<a href=http://fishbase.us/references/FBRefSummary.php?id=52559 target='_blank' >Coker et al. 2001</a>
Moxostoma anisurum,Silver Redhorse,Chevalier blanc,Unsexed,NA,391,NA,NA,NA,<a href=http://fishbase.us/references/FBRefSummary.php?id=58584 target='_blank' >Minns et al. 1993</a>
Notropis photogenis,Silver Shiner,NA,Unsexed,NA,57,SL,Canada,Ontario,"<a href=https://doi.org/10.1139/z82-182 target='_blank' >McKee and Parker, 1982</a>"
Cottus cognatus,Slimy Sculpin,Chabot visqueux,Unsexed,NA,63,NA,NA,NA,<a href=http://fishbase.us/references/FBRefSummary.php?id=58584 target='_blank' >Minns et al. 1993</a>
Micropterus dolomieu,Smallmouth Bass,Achigan à petite bouche,Unsexed,NA,264,SL,NA,NA,<a href=http://science-catalogue.canada.ca/record=b3896533~S6 target='_blank' >Portt et al. 1988</a>
Oncorhynchus nerka,Sockeye Salmon,Saumon rouge,Unsexed,203,216,NA,Canada,Northern British Columbia,"<a href=http://www.fishbase.org/References/FBRefSummary.php?id=114745 target='_blank' >Scott and Crossman, 1973</a>"
Oncorhynchus nerka,Sockeye Salmon,Saumon rouge,Unsexed,305,343,NA,Canada,Southern British Columbia,"<a href=http://www.fishbase.org/References/FBRefSummary.php?id=114745 target='_blank' >Scott and Crossman, 1973</a>"
Oncorhynchus nerka,Sockeye Salmon,Saumon rouge,Unsexed,160,220,NA,Canada,"Kootenay Lake, British Columbia","<a href=http://www.fishbase.org/References/FBRefSummary.php?id=114745 target='_blank' >Scott and Crossman, 1973</a>"
Rhinichthys osculus,Speckled Dace,Seux moucheté,Unsexed,NA,45,NA,Canada,British Columbia,<a href=http://fishbase.us/references/FBRefSummary.php?id=52559 target='_blank' >Coker et al. 2001</a>
Cottus ricei,Spoonhead Sculpin,Chabot à tête plate,Unsexed,NA,68,NA,NA,Lake Superior,<a href=http://fishbase.us/references/FBRefSummary.php?id=52559 target='_blank' >Coker et al. 2001</a>
Notropis hudsonius,Spottail Shiner,Queue à tache noire,Unsexed,NA,55,SL,NA,NA,<a href=http://science-catalogue.canada.ca/record=b3896533~S6 target='_blank' >Portt et al. 1988</a>
Minytrema melanops,Spotted Sucker,NA,Unsexed,NA,270,TL,United States,Oklahoma,"<a href=http://fishbase.us/references/FBRefSummary.php?id=54725 target='_blank' >Becker, 1983</a>"
Noturus flavus,Stonecat,Barbotte des rapides,Unsexed,NA,89,SL,United States,Ohio,"<a href=http://fishbase.us/references/FBRefSummary.php?id=52559 target='_blank' >Scott and Crossman, 1973</a>"
Morone saxatilis,Striped Bass,Bar d'Amérique,Unsexed,NA,422,FL,NA,St. Lawrence River,"<a href=http://www.fishbase.org/References/FBRefSummary.php?id=114745 target='_blank' >Scott and Crossman, 1973</a>"
Noturus gyrinus,Tadpole Madtom,Chat-fou brun,Unsexed,NA,62,SL,NA,NA,<a href=http://science-catalogue.canada.ca/record=b3896533~S6 target='_blank' >Portt et al. 1988</a>
Tinca tinca,Tench,Tanche,Male,NA,95,NA,NA,NA,<a href=http://fishbase.us/references/FBRefSummary.php?id=12204 target='_blank' >Coad et al. 1995</a>
Tinca tinca,Tench,Tanche,Female,NA,120,NA,NA,NA,<a href=http://fishbase.us/references/FBRefSummary.php?id=12204 target='_blank' >Coad et al. 1995</a>
Etheostoma olmstedi,Tessellated Darter,NA,Unsexed,NA,40,TL,NA,NA,<a href=http://fishbase.us/references/FBRefSummary.php?id=52559 target='_blank' >Coker et al. 2001</a>
Gasterosteus aculeatus,Three-Spined Stickleback,Épinoche à trois épines,Unsexed,NA,37,TL,England and Wales (UK),Birket River,"<a href=http://www.fishbase.org/References/FBRefSummary.php?id=114745 target='_blank' >Scott and Crossman, 1973</a>"
Cottus rhotheus,Torrent Sculpin,Chabot de torrent,Unsexed,NA,53,SL,Canada,British Columbia,"<a href=http://fishbase.us/references/FBRefSummary.php?id=58470 target='_blank' >Wydoski and Whitney, 1979</a>"
Percopsis omiscomaycus,Trout-Perch,Omisco,Unsexed,NA,78,SL,NA,NA,<a href=http://science-catalogue.canada.ca/record=b3896533~S6 target='_blank' >Portt et al. 1988</a>
Sander vitreus,Walleye,Doré jaune,Unsexed,NA,328,SL,NA,NA,<a href=http://science-catalogue.canada.ca/record=b3896533~S6 target='_blank' >Portt et al. 1988</a>
Lepomis gulosus,Warmouth,NA,Unsexed,NA,89,NA,NA,NA,"<a href=http://www.fishbase.org/References/FBRefSummary.php?id=3672 target='_blank' >Carlander, 1969</a>"
Notropis texanus,Weed Shiner,Méné d’herbe,Unsexed,NA,42,TL,United States,Wisconsin,<a href=http://science-catalogue.canada.ca/record=b3896533~S6 target='_blank' >Coker et al. 2001</a>
Lampetra richardsoni,Western Brook Lamprey,Lamproie de l' ouest,Unsexed,NA,165,NA,Canada,British Columbia,"<a href=http://www.fishbase.org/References/FBRefSummary.php?id=114745 target='_blank' >Scott and Crossman, 1973</a>"
Morone chrysops,White Bass,Bar blanc,Unsexed,NA,115,SL,NA,NA,<a href=http://fishbase.us/references/FBRefSummary.php?id=58584 target='_blank' >Minns et al. 1993</a>
Pomoxis annularis,White Crappie,Crapet calicot,Unsexed,152,177,TL,United States,NA,"<a href=http://www.fishbase.org/References/FBRefSummary.php?id=114745 target='_blank' >Scott and Crossman, 1973</a>"
Morone americana,White Perch,Bar blanc d'Amerique,Unsexed,NA,254,NA,NA,NA,<a href=http://fishbase.us/references/FBRefSummary.php?id=58584 target='_blank' >Minns et al. 1993</a>
Acipenser transmontanus,White Sturgeon,Esturgeon blanc,Female,NA,1400,NA,Canada,"Fraser River, British Columbia",<a href=http://fishbase.us/references/FBRefSummary.php?id=52559 target='_blank' >Coker et al. 2001</a>
Catostomus commersonii,White Sucker,Meunier noir,Unsexed,NA,253,SL,NA,NA,<a href=http://science-catalogue.canada.ca/record=b3896533~S6 target='_blank' >Portt et al. 1988</a>
Ameiurus natalis,Yellow Bullhead,Barbotte jaune,Unsexed,NA,212,TL,United States,Northern States,"<a href=http://www.fishbase.org/References/FBRefSummary.php?id=114745 target='_blank' >Scott and Crossman, 1973</a>"
Perca flavescens,Yellow Perch,Perchaude,Unsexed,NA,175,SL,NA,NA,<a href=http://science-catalogue.canada.ca/record=b3896533~S6 target='_blank' >Portt et al. 1988</a>
